Ob,Geographic area,City,share_white,share_black,share_native_american,share_asian,share_hispanic,Median Income,poverty_rate,percent_completed_hs
15380,NC,Midway town,88.2,8.2,0.4,0.5,3.5,56863,10.2,83.8
15381,NC,Millers Creek CDP,94.3,0.9,0.1,0.1,4.5,31619,19.7,81.6
15382,NC,Millingport CDP,97,0.7,0.2,1.7,2,46000,17.4,82.7
15383,NC,Mills River town,94.7,1.7,0.3,0.7,3.9,62059,4.8,92.9
15384,NC,Milton town,51.2,46.4,0,0,0,28214,23.3,86.7
15385,NC,Mineral Springs town,81.9,13.9,0.5,0.5,4.6,55219,17.1,87.6
15386,NC,Minnesott Beach town,94.3,1.8,0.2,1.1,7,61250,6,97.2
15387,NC,Mint Hill town,78.4,12.3,0.6,2.5,8.3,67477,10.4,92
15388,NC,Misenheimer village,87.5,7.1,0.3,1.4,4.3,27361,17.3,86.3
15389,NC,Mocksville town,73.9,14.6,0.6,0.8,12,37513,20,77.5
15390,NC,Momeyer town,88.8,8.5,0,0,0.4,34464,20,76.6
15391,NC,Moncure CDP,54.1,36.6,0.4,0.3,9.6,29271,13.6,85.8
15392,NC,Monroe city,52,25.2,0.6,0.9,29.4,42186,24.6,75.1
15393,NC,Montreat town,91.3,5.1,0,0.7,2.8,62188,15.1,91.8
15394,NC,Mooresboro town,81,16.7,0.6,0.3,1,31875,10.3,77.2
15395,NC,Mooresville town,80.2,10.9,0.5,3.3,6.9,63792,10.3,92.4
15396,NC,Moravian Falls CDP,77.2,4.9,0.5,0.7,25.9,33958,20.3,86.4
15397,NC,Morehead City town,82,10.7,0.5,1.6,6.9,39117,23.6,88.2
15398,NC,Morganton city,70.1,12.2,0.9,2.4,16.4,36906,26.2,77.8
15399,NC,Morrisville town,54,12.9,0.4,27.2,5.9,91206,4.4,95
15400,NC,Morven town,19.8,74.6,0.4,0,2.9,22361,40.2,56.5
15401,NC,Mount Airy city,84.1,8.2,0.3,1.4,6.7,33058,23.1,75.7
15402,NC,Mount Gilead town,41.2,56,0.1,0.7,1.2,32273,25.8,83.6
15403,NC,Mount Holly city,80.4,12.7,0.4,2.4,5.5,49525,11.7,85.9
15404,NC,Mount Olive town,40.4,50.5,0.8,0.4,9.2,25838,31.5,74.4
15405,NC,Mount Pleasant town,94.3,4,0.1,0.7,1.8,55398,7.9,93
15406,NC,Mountain Home CDP,89.6,3.1,0.7,1.4,8.6,34688,12,91.1
15407,NC,Mountain View CDP,85.8,8.1,0.2,2.7,4.2,46782,5.4,86.2
15408,NC,Moyock CDP,88.5,6.9,0.4,1.2,3.6,82423,5,95
15409,NC,Mulberry CDP,95.6,1,0,0.3,3.9,34491,24.3,76.2
15410,NC,Murfreesboro town,44.9,50.9,0.2,1,2.9,41292,23.3,88.4
15411,NC,Murphy town,87.6,4.1,2.5,2.1,4.2,25781,31.4,80.1
15412,NC,Murraysville CDP,79.6,13.7,0.3,1.9,5.3,59993,5.6,93.7
15413,NC,Myrtle Grove CDP,93,3.2,0.3,1.2,2.1,70950,9.6,93.5
15414,NC,Nags Head town,94.6,1.6,0.5,0.3,3.2,55051,9.3,96.1
15415,NC,Nashville town,51.2,45.5,0.6,0.4,1.6,40277,23.4,86.1
15416,NC,Navassa town,27.1,63.6,0.5,0.1,10,33264,21.1,78.3
15417,NC,Neuse Forest CDP,86,6.6,0.1,2.9,5.4,71738,2.7,94.2
15418,NC,New Bern city,57.9,33.2,0.4,3.6,5.8,41148,19.9,83.8
15419,NC,New London town,90,4.8,0.3,3.8,0.8,56875,12.1,91.9
15420,NC,Newland town,88.8,0.9,0.9,0.4,10.2,28603,27.7,76.5
15421,NC,Newport town,81.7,11.3,0.5,1.7,4.7,39467,6,88.6
15422,NC,Newton city,73.7,13.9,0.4,3.3,12.9,29928,23.8,77.7
15423,NC,Newton Grove town,71.7,10.7,1.1,0.9,15.1,32292,15.8,80
15424,NC,Norlina town,48.5,45.2,0.2,0.4,6.3,22414,32.4,82.7
15425,NC,Norman town,59.4,19.6,5.8,0,23.9,19922,42.4,66.7
15426,NC,North Topsail Beach town,94.3,1.7,0.5,1.3,3.2,59750,12.2,98.4
15427,NC,North Wilkesboro town,73,13.6,0.4,0.6,13.1,19798,46,63.5
15428,NC,Northchase CDP,78.6,15.3,0.7,1.7,4.2,43913,13.3,90.5
15429,NC,Northlakes CDP,96.9,0.7,0.1,1.2,1.9,91458,0.9,94.9
15430,NC,Northwest city,29.9,66.7,0,0.3,3.3,46705,19.2,83.9
15431,NC,Norwood town,71.6,21.9,0.8,0.7,5.1,36597,17.2,83.2
15432,NC,Oak City town,37.5,60.3,0.3,0,1.9,36250,14.3,74.1
15433,NC,Oak Island town,96.7,0.6,0.6,0.3,1.4,50996,8.8,92.2
15434,NC,Oak Ridge town,88.9,5.2,0.4,3.4,3,105357,2.3,96.4
15435,NC,Oakboro town,78.9,12.9,0.8,0.4,7.9,59464,9,84.7
15436,NC,Ocean Isle Beach town,96.2,0.2,0,1.3,3.5,63917,4.1,97.4
15437,NC,Ocracoke CDP,95.6,1.6,0.4,0.2,19.1,60994,6.7,100
15438,NC,Ogden CDP,94.4,1.8,0.4,1.1,2.6,74355,8.1,97.7
15439,NC,Old Fort town,83.8,13.5,0.1,0.3,2.9,28750,23.6,76.9
15440,NC,Old Hundred CDP,52.3,17.4,17.4,0,5.6,13750,87.3,20.8
15441,NC,Oriental town,92.4,5.7,0.1,0.3,1.1,54750,7.5,93.9
15442,NC,Orrum town,58.2,26.4,5.5,0,14.3,35625,30.8,87.5
15443,NC,Ossipee town,85.1,10.5,0,0.2,3.9,53500,12.6,84.5
15444,NC,Oxford city,38.6,55.6,0.4,1.1,4.8,33117,26.6,78.1
15445,NC,Pantego town,72.1,20.7,6.7,0,8.9,35536,9.5,91.7
15446,NC,Parkton town,72.2,15.1,5.5,0.7,7.1,46458,14.1,83
15447,NC,Parmele town,8.6,91.4,0,0,0,34375,13.5,77.6
15448,NC,Patterson Springs town,87.1,8.7,0,0.3,2.4,26250,21.5,74.3
15449,NC,Peachland town,62.2,34.1,0.5,0.2,0.9,35000,31.6,80.9
15450,NC,Peletier town,92.2,1.2,0.6,0.5,6.1,31094,39.4,84.1
15451,NC,Pembroke town,16.4,12.3,66.4,0.6,2.2,15934,59.8,77.6
15452,NC,Pikeville town,86.9,8.1,0.9,0.3,4.7,40515,16.3,83.9
15453,NC,Pilot Mountain town,89.1,6.5,0.4,0.9,3.3,33239,23.9,85
15454,NC,Pine Knoll Shores town,96.3,0.7,0.1,1,1,66466,5.7,98.5
15455,NC,Pine Level town,73.2,15.2,0.7,0.1,12.9,37182,20.6,81.4
15456,NC,Pinebluff town,81.2,11.8,1.6,0.5,5.9,45875,11.6,96
15457,NC,Pinehurst village,92.8,3.8,0.4,1.3,2.1,74849,1.8,98
15458,NC,Pinetops town,34.2,65.2,0.2,0,0.3,22798,37.7,76.6
15459,NC,Pinetown CDP,97.4,0,0,0,7.1,53194,0,100
15460,NC,Pineville town,62.1,22.2,0.5,3.4,20.1,35191,20.5,91.2
15461,NC,Piney Green CDP,63.3,22.4,0.7,2.8,12.2,41426,15.4,88.5
15462,NC,Pink Hill town,55.4,28.8,0,0,20.3,37750,32.8,75.9
15463,NC,Pinnacle CDP,91.1,6.6,0.1,0.9,1.3,(X),8.1,76.5
15464,NC,Pittsboro town,72.2,19.5,0.3,1.8,8.9,53422,19.5,83.9
15465,NC,Plain View CDP,77.5,16.4,1.1,1.4,5,40023,15.2,85.4
15466,NC,Pleasant Garden town,83,10.7,0.6,0.7,4.7,56520,17.5,91.8
15467,NC,Pleasant Hill CDP,96.5,0.9,0,0.1,3.4,21544,25.3,61.6
15468,NC,Plymouth town,29.2,68.4,0.4,0.4,1.2,24028,33.3,84.6
15469,NC,Polkton town,33.7,61,1.6,0.6,8.2,30667,27.5,72.3
15470,NC,Polkville city,96.5,1.7,0,0.2,3.9,35625,7.9,79.3
15471,NC,Pollocksville town,68.5,28.6,1.3,0,1,19850,48.2,91.3
15472,NC,Porters Neck CDP,92.1,3.9,0.2,2,2.2,104110,6.3,97.2
15473,NC,Potters Hill CDP,97.1,0,0,0,2.7,(X),10.3,75.2
15474,NC,Powellsville town,37.3,59.4,1.1,0,3.6,26667,15.8,69.3
15475,NC,Princeton town,67.2,25.5,0.8,0.9,5.9,29531,21.5,84.9
15476,NC,Princeville town,2.6,96.3,0,0,0.8,31563,37.2,80
15477,NC,Proctorville town,73.5,18.8,5.1,0,0,45417,2.3,81.3
15478,NC,Prospect CDP,3.9,0.9,93.1,0,1.4,28237,40,73.5
15479,NC,Pumpkin Center CDP,68.6,17.3,0.7,3.3,10.1,52831,1.9,93.8
15480,NC,Raeford city,43.6,41.1,4.3,1,9.6,24599,42.4,75.8
15481,NC,Raemon CDP,15.6,5.3,78.7,0,0,18875,7.4,57.9
15482,NC,Raleigh city,57.5,29.3,0.5,4.3,11.4,55398,16,90.5
15483,NC,Ramseur town,75.6,12.6,1,1.4,15.2,30000,35.1,70.9
15484,NC,Randleman city,86.3,5.9,0.6,0.4,7.6,33512,25.5,72.8
15485,NC,Ranlo town,75.1,15.9,0.8,1.8,7.3,37963,12.8,79.3
15486,NC,Raynham town,52.8,18.1,18.1,6.9,4.2,33750,13.6,82.9
15487,NC,Red Cross town,96.2,1.3,0,0.7,3.2,42353,8.6,80
15488,NC,Red Oak town,87.2,9.7,0.9,0.5,1.7,72292,5.6,90.1
15489,NC,Red Springs town,32.2,48.8,12.5,0.4,6.4,21602,58.1,76
15490,NC,Reidsville city,52.4,41.9,0.3,0.6,4.7,35617,19.9,87.5
15491,NC,Rennert town,15.1,27.7,43.3,0.3,24.3,30313,37.1,72
15492,NC,Rex CDP,58.2,7.3,27.3,0,5.5,-,0,100
15493,NC,Rhodhiss town,92.8,0.8,0.1,1.6,4.6,30313,24.5,72.9
15494,NC,Rich Square town,35.9,62.6,0.4,0,1.5,30972,23.6,73.7
15495,NC,Richfield town,82.5,8.8,1.3,5.4,0.7,41667,11.2,78.4
15496,NC,Richlands town,73.9,18.2,0.3,1,8.2,48548,9.3,92.1
15497,NC,Riegelwood CDP,70.8,24.9,1.2,0,5.4,26591,35.8,61.7
15498,NC,River Bend town,88.2,8.6,0.4,1,2.6,56504,7.2,96.5
15499,NC,River Road CDP,60.5,22.7,1,0.1,19.9,51250,8.7,81.2
15500,NC,Roanoke Rapids city,63.6,31.2,0.6,1.7,3.2,34600,22.7,79.6
15501,NC,Robbins town,72.1,2.6,0.6,0,50.3,30313,43.4,70.9
15502,NC,Robbinsville town,84.7,0,3.4,1,11.9,16250,31.6,66.3
15503,NC,Robersonville town,30.2,66.6,0.6,0.6,2.8,31875,22,71.5
15504,NC,Rockfish CDP,67.9,20.2,1.7,1.2,11.6,60833,10.2,96.9
15505,NC,Rockingham city,57.4,34.1,1.7,2.1,5.1,32353,26.6,82.8
15506,NC,Rockwell town,94.8,1.1,0,0.7,3.1,42500,9.9,88
15507,NC,Rocky Mount city,33.5,61.3,0.6,1,3.7,36088,25.9,82.8
15508,NC,Rocky Point CDP,61.7,11.6,0.8,0.5,31.8,45938,12.8,76
15509,NC,Rodanthe CDP,96.2,0.8,0.8,0.4,1.5,(X),24.1,70
15510,NC,Rolesville town,74.1,17.8,0.4,3.1,6.2,81569,8,94.8
15511,NC,Ronda town,91.1,2.2,0.2,0,9.1,30662,23,62.3
15512,NC,Roper town,18.2,78.6,0,0,2.9,15903,54.8,58.7
15513,NC,Rose Hill town,51.4,31.4,0.2,0.5,20.8,27694,21.7,73.1
15514,NC,Roseboro town,49,43.2,0.7,1.3,4.9,35682,19.8,86
15515,NC,Rosman town,93.2,0.2,1.9,0.2,10.4,23438,36.9,71.1
15516,NC,Rougemont CDP,78.8,16,0.4,0.2,4.1,(X),1.7,100
15517,NC,Rowland town,21,70.3,6.4,0,1.6,21298,36.2,77.1
15518,NC,Roxboro city,44.9,46.8,0.6,0.4,8.7,19719,41.8,70.9
15519,NC,Roxobel town,54.2,45.8,0,0,0.4,33125,10.3,75.1
15520,NC,Royal Pines CDP,91.9,4.4,0.2,1.2,1.8,70833,2.4,97.9
15521,NC,Ruffin CDP,82.9,13.9,1.1,0.3,1.6,70132,17.2,88.4
15522,NC,Rural Hall town,72.8,15.9,0.2,0.5,13.5,37432,12.9,85.7
15523,NC,Ruth town,87.5,6.6,0.7,0,2.5,41250,15,76.7
15524,NC,Rutherford College town,96.4,0.4,0,2.5,0.4,48380,9.1,84.7
15525,NC,Rutherfordton town,84.9,10.4,0.3,1.6,3,39274,17.8,87.1
15526,NC,Salem CDP,93.6,1.2,0.2,0.5,4.2,47366,12,79.5
15527,NC,Salemburg town,88.3,7.1,1.4,0.2,2.1,36528,16.8,80.9
15528,NC,Salisbury city,52.4,37.7,0.4,1.6,10.6,36701,23.3,82.4
15529,NC,Saluda city,95.7,2.7,0.3,0.3,2,43542,8,91.9
15530,NC,Salvo CDP,96.9,1.3,0,0.4,3.1,(X),3.8,100
15531,NC,Sandy Creek town,90,5,0.4,0.8,1.2,45833,11.8,76.7
15532,NC,Sandyfield town,15,81.2,1.3,0,1.8,46667,20.6,92.7
15533,NC,Sanford city,55.2,27.6,0.8,1.1,25.6,41638,21.5,77.4
15534,NC,Saratoga town,51.7,40.9,0.5,0,6.6,34625,25.2,86.3
15535,NC,Sawmills town,94.1,0.9,0.3,0.2,5.2,37601,18.9,75.4
15536,NC,Saxapahaw CDP,78.7,11.7,0.5,0.1,13.3,55206,4.1,83.9
15537,NC,Scotch Meadows CDP,88.4,6,2.1,2.2,1,84076,12.8,95.3
15538,NC,Scotland Neck town,30.8,68.3,0,0.1,1.6,17019,48.8,60.5
15539,NC,Sea Breeze CDP,88.2,8.2,0.6,1.1,1.6,52070,3.5,92.9
15540,NC,Seaboard town,23.6,74.5,0.2,0.2,0.2,24514,23.8,77.6
15541,NC,Seagrove town,93.9,2.6,0,0,1.3,32250,16.4,64.7
15542,NC,Sedalia town,20.9,76.1,0.3,0.2,1.8,49107,14.7,82.9
15543,NC,Selma town,38.8,37.2,0.5,0.2,34.8,22798,42.7,55.9
15544,NC,Seven Devils town,95.3,2.6,1,0.5,0.5,79375,4.2,99.1
15545,NC,Seven Lakes CDP,94.4,3,0.2,0.7,2,63441,5.5,98.7
15546,NC,Seven Springs town,81.8,8.2,0,0,21.8,31250,20,75.4
15547,NC,Severn town,68.5,31.2,0,0,1.4,24732,36.5,72.1
15548,NC,Shallotte town,85.2,9.3,0.6,1.3,4.8,36947,15.7,85.1
15549,NC,Shannon CDP,20.9,25.5,40.7,0,26.2,(X),30.4,43.2
15550,NC,Sharpsburg town,36.8,58.9,0.1,0.6,2.5,27612,30.5,83.6
15551,NC,Shelby city,54.7,41.3,0.4,0.8,3.1,34300,29,85.1
15552,NC,Siler City town,44,19.1,1.7,0.4,49.8,29956,26.3,66
15553,NC,Silver City CDP,4,89.8,1,0.1,2,24141,37.6,68.7
15554,NC,Silver Lake CDP,77.8,8.8,0.6,0.8,12.9,40579,26.9,88.1
15555,NC,Simpson village,60.6,37,0,0,2.6,46250,9.4,76.4
15556,NC,Sims town,71.3,16.3,0,0.4,8.9,48750,28.2,84.9
15557,NC,Skippers Corner CDP,71.5,20.5,1.5,0.4,10.4,73150,12.6,82
15558,NC,Smithfield town,56.9,27.2,0.5,0.8,19.3,30995,28.9,80.3
15559,NC,Sneads Ferry CDP,92.4,3.7,0.3,0.8,3.5,43971,28,89.2
15560,NC,Snow Hill town,38.2,52.9,0.2,1.1,8.7,28947,26.5,76.4
15561,NC,South Henderson CDP,33.9,49.9,0.2,0.3,18.2,20500,29.6,60.9
15562,NC,South Mills CDP,74.9,16.3,0.9,2.4,2.4,40063,0,91.3
15563,NC,South Rosemary CDP,41.8,55.3,0.8,0.4,1.4,28862,34.1,78.9
15564,NC,South Weldon CDP,14.9,78.7,1.1,0.1,5.1,9375,77.3,61.5
15565,NC,Southern Pines town,71.7,24,0.6,0.8,3.9,46377,15.9,91.2
15566,NC,Southern Shores town,97.8,0.3,0.1,0.6,1.5,88490,2.2,97.2
15567,NC,Southmont CDP,92.5,4,0.4,0.4,1.8,67114,13.3,72.4
15568,NC,Southport city,82.2,15.4,0.1,0.1,2.9,42205,13.1,88
15569,NC,Sparta town,85.5,2.7,1,1,14.7,21339,34.4,72.1
15570,NC,Speed town,33.8,66.3,0,0,0,31250,5.3,57.1
15571,NC,Spencer Mountain town,73,0,0,0,24.3,47500,0,18.2
15572,NC,Spencer town,58.2,32.8,0.4,0.9,9.2,40850,21.8,80
15573,NC,Spindale town,68.8,26.7,0.3,0.7,3.3,28481,19.7,80.1
15574,NC,Spivey's Corner CDP,65,22.1,0.8,0,12.8,56420,5.5,75.9
15575,NC,Spring Hope town,46.9,47,0.7,0.5,4.2,24167,29.2,71
15576,NC,Spring Lake town,47.2,36.3,1.1,3,15.4,36964,21.4,91.5
15577,NC,Spruce Pine town,92,0.4,0.7,0.8,7.6,31301,26.5,78.4
15578,NC,St. Helena village,74.8,21.3,0.8,0,4.1,40893,8.5,94.2
15579,NC,St. James town,97.8,1,0.1,0.6,0.9,79808,1.8,96.6
15580,NC,St. Pauls town,53.7,19.1,5.8,0.2,25.1,24693,29.6,72.4
15581,NC,St. Stephens CDP,82.8,4.2,0.3,4.4,10.3,40318,16.8,83.1
15582,NC,Staley town,80.2,8.1,1,0.8,9.4,32404,30.6,72.7
15583,NC,Stallings town,88.3,5.6,0.5,2.3,5.8,78891,7.3,93.3
15584,NC,Stanfield town,94,0.9,0.7,0.2,4.8,57500,6.5,80.9
15585,NC,Stanley town,87.6,9.7,0.4,0.4,1.6,44929,10.6,77.7
15586,NC,Stantonsburg town,51.8,45.4,0.3,0.1,5.6,31761,24.7,76.8
15587,NC,Star town,78.1,9.7,0.6,0.2,21.6,31699,22.8,78.7
15588,NC,Statesville city,54.8,34.5,0.3,1.9,10.9,32728,28.4,80.1
15589,NC,Stedman town,83.2,11.7,1.1,0.7,3.2,51974,8.5,87.4
15590,NC,Stem town,83.6,8.2,0.6,0.4,6.7,65288,4.5,90.2
15591,NC,Stokes CDP,79.5,18.6,0.3,0.3,0.3,(X),35.7,82.3
15592,NC,Stokesdale town,90.9,4.7,0.4,1.4,3.5,81406,13.3,92.9
15593,NC,Stoneville town,78.6,16.2,0.2,0.3,3.8,38313,10.6,81.2
15594,NC,Stonewall town,76.5,20.3,0,0.4,1.8,28558,16,86
15595,NC,Stony Point CDP,88.2,4.4,0.2,0.7,6.8,30766,23.9,81.6
15596,NC,Stovall town,54.5,41.4,0.2,0.2,3.8,37000,14.4,71.9
15597,NC,Sugar Mountain village,90.4,2,3,0,4,50417,4.1,95.5
15598,NC,Summerfield town,89.9,4.4,0.4,2.2,4.3,105547,2,95.5
15599,NC,Sunbury CDP,83,13.8,0.3,0.3,4.5,69712,10.9,79.5
15600,NC,Sunset Beach town,96.8,0.8,0.4,0.6,1.9,54944,9.5,94.7
15601,NC,Surf City town,95.8,0.9,0.2,1.2,3.1,64046,17.4,94.8
15602,NC,Swan Quarter CDP,64.5,27.5,0,0,7.4,29934,10.8,70.6
15603,NC,Swannanoa CDP,87.8,4.7,0.7,1.3,8.9,36220,24.6,82.8
15604,NC,Swansboro town,89.9,3.5,0.4,1.8,4.5,43422,26.1,92.8
15605,NC,Swepsonville town,90.8,4.8,0.1,0.8,4.4,68350,5.2,93.7
15606,NC,Sylva town,85.8,2.7,2.8,1.8,9,34219,19.6,84.5
15607,NC,Tabor City town,59.2,36.2,1.1,0.2,2.3,18647,45.1,70.8
15608,NC,Tar Heel town,91.5,0,1.7,0,5.1,38750,30.6,91.3
15609,NC,Tarboro town,47.2,48.4,0.1,0.5,4.9,33349,17,75
15610,NC,Taylorsville town,80.8,13,0.1,1.3,6.3,23500,31.6,77.5
15611,NC,Taylortown town,32,65,0.4,0.8,1,27500,39.6,90.8
15612,NC,Teachey town,44.9,41.5,0.3,3.5,18.4,33125,15.5,83.1
15613,NC,Thomasville city,68.3,19.6,0.7,1.1,14.4,35554,23.8,80.6
15614,NC,Toast CDP,89.9,3.2,0,0.3,11.1,31346,21.2,76.3
15615,NC,Tobaccoville village,92,6.2,0.5,0.3,2,57012,10.9,92.2
15616,NC,Topsail Beach town,96.5,1.6,0.5,0.3,0.5,62813,4.8,95.5
15617,NC,Trent Woods town,96.1,1.9,0.2,0.6,1.4,85951,3.1,98.2
15618,NC,Trenton town,51.9,36.6,1,0,7,35568,41.5,78.4
15619,NC,Trinity city,91.7,4.9,0.4,1.2,2.3,48357,14.8,84.2
15620,NC,Troutman town,73.3,21.6,0.3,0.9,4.8,48393,9.8,88.8
15621,NC,Troy town,58.9,31.8,0.7,1,10.3,26315,45.2,80.7
15622,NC,Tryon town,80,16.5,0.1,0.4,4.4,35972,14,91.8
15623,NC,Turkey town,55.1,26.7,0,1,19.9,42500,9.6,76.2
15624,NC,Tyro CDP,93.5,1.5,0.5,0.5,4.6,55075,11.8,80.8
15625,NC,Unionville town,94.9,1.7,0.2,0.6,3,65296,4,93.4
15626,NC,Valdese town,92.7,1.3,0.1,3.1,2.6,31621,23.7,82.7
15627,NC,Valle Crucis CDP,98.1,0,0,0.2,2.4,32171,0,95.3
15628,NC,Valley Hill CDP,91.7,2.2,0.1,0.9,7.1,40021,17.4,82.6
15629,NC,Vanceboro town,65.1,30,0.6,0,2.6,36932,28.4,86.8
15630,NC,Vandemere town,46.9,45.7,0.4,0.4,4.7,22031,7,78.9
15631,NC,Vander CDP,64,27.1,3.6,0.9,4.4,34615,13.7,87.1
15632,NC,Vann Crossroads CDP,82.7,6,1.8,0.3,8.3,59375,13.1,54.4
15633,NC,Varnamtown town,97.6,0.9,0,0,1.5,43958,17.5,83.7
15634,NC,Vass town,79.6,13.1,2.6,0,9.6,26354,15.7,75.5
15635,NC,Waco town,79.1,19.6,0,0,1.2,23000,37.6,70.6
15636,NC,Wade town,74.6,20.9,0.7,1.3,3.2,40625,16.7,80.7
15637,NC,Wadesboro town,35.6,60.7,0.2,1.4,1.8,27361,32.2,79.7
15638,NC,Wagram town,41,49.2,6.8,0.8,1,39750,20.1,80
15639,NC,Wake Forest town,77.3,15.3,0.4,2.9,5.6,80978,7,95.2
15640,NC,Wakulla CDP,12.4,1,86.7,0,3.8,-,0,100
15641,NC,Walkertown town,76.9,17.5,0.3,0.6,5.6,37820,13.1,85.1
15642,NC,Wallace town,52,26,0.4,0.2,25.5,30194,19.6,73.3
15643,NC,Wallburg town,94.9,0.9,0.5,0.8,3.1,62628,7.4,86.9
15644,NC,Walnut Cove town,79.6,18.2,0.1,0.2,1.5,34630,20.2,80.2
15645,NC,Walnut Creek village,91.7,4.1,0.1,1.9,1.7,128750,2.2,98.7
15646,NC,Walstonburg town,67.1,30.1,0.5,0,4.6,47386,2.8,88.4
15647,NC,Wanchese CDP,95.9,0.2,0.2,0.2,4.4,48036,5.5,88.8
15648,NC,Warrenton town,54.6,40.8,0.8,0.2,3.4,30441,29.2,86.4
15649,NC,Warsaw town,33.5,53,0.4,0.3,16.9,22263,46.8,68.9
15650,NC,Washington city,49,45.5,0.2,0.5,5.5,31712,24.3,82.5
15651,NC,Washington Park town,96.7,2.7,0.4,0,1.1,67500,3.6,96.5
15652,NC,Watha town,84.7,7.9,0.5,0,7.4,38125,16.7,69.1
15653,NC,Waves CDP,94,0,0,0,4.5,-,0,100
15654,NC,Waxhaw town,82.1,11.2,0.1,2,6.4,84294,4.1,96.4
15655,NC,Waynesville town,92.4,2.4,0.6,0.4,5.7,36473,18.6,83.1
15656,NC,Weaverville town,95.2,0.9,0,0.4,2.1,52263,7.6,97
15657,NC,Webster town,94.8,1.7,0.6,0,1.7,49464,29.6,96.1
15658,NC,Weddington town,91.2,3.9,0.2,2.6,3,135611,1.6,98.5
15659,NC,Welcome CDP,92.2,3.7,0.2,1.4,3.6,57674,11.9,81.8
15660,NC,Weldon town,25.4,70.7,0.3,0.4,1.1,34625,26.6,83.8
15661,NC,Wendell town,58.1,30.2,0.8,0.9,11.5,45304,20.9,88.2
15662,NC,Wentworth town,82.5,14.4,0.1,0.3,3.6,48438,9.8,83.3
15663,NC,Wesley Chapel village,90.7,4.6,0.2,1.5,5,106406,3.4,95.1
15664,NC,West Canton CDP,97.8,0.5,0.4,0.1,1.4,41463,7.1,83.6
15665,NC,West Jefferson town,92.9,0.8,0.2,1,7,21563,30.2,74.8
15666,NC,West Marion CDP,92.5,4.5,0.4,0.5,3.3,35268,13.8,89.2
15667,NC,Westport CDP,95.1,2.7,0.1,0.8,1.7,99444,4.3,98
15668,NC,Whispering Pines village,95.5,1.3,0.2,1,2.9,75177,4.7,97.9
15669,NC,Whitakers town,25.5,70.2,0.3,0.5,2,25089,27.3,77.6
15670,NC,White Lake town,86.8,5.2,0.5,0.4,8.7,45313,12.3,94.8
15671,NC,White Oak CDP,58.3,31.7,0.3,0,10.7,18750,50.2,76.1
15672,NC,White Plains CDP,94,1,0.8,0.5,4.2,32561,19.6,83.3
15673,NC,Whiteville city,53.2,41,1.3,0.8,3.3,24011,40,79.9
15674,NC,Whitsett town,91,6.8,0,0,2.9,63214,5.6,89.2
15675,NC,Wilkesboro town,81.5,8.9,0.2,3,7.3,33450,30.5,75.9
15676,NC,Williamston town,34.6,62.4,0.2,0.5,2.1,31313,20.7,85.1
15677,NC,Wilmington city,73.5,19.9,0.5,1.2,6.1,42128,23.4,90.3
15678,NC,Wilson's Mills town,57,30.7,0.7,0.4,18.7,44167,22.7,74.8
15679,NC,Wilson city,42.9,47.9,0.3,1.2,9.4,38497,25.9,80.1
15680,NC,Windsor town,32.8,62.6,0.7,2,1.1,29063,27.8,70.2
15681,NC,Winfall town,57.2,40.1,0.3,0.8,2,38295,31.4,80.7
15682,NC,Wingate town,60.6,28.8,0.4,0.9,12.4,36875,26.2,85.3
15683,NC,Winston-Salem city,51.2,34.7,0.4,2,14.7,39882,24.8,85.1
15684,NC,Winterville town,62.8,31.6,0.3,2.1,3.3,59135,11.5,94.6
15685,NC,Winton town,25.9,70.1,2.3,0,1.2,23684,38.3,74.7
15686,NC,Woodfin town,87.3,4.9,0.6,0.9,8.7,36424,17.8,87.6
15687,NC,Woodland town,49.2,47.2,0.7,0.5,1.1,16454,54,63.7
15688,NC,Woodlawn CDP,75,18.6,0.8,0.3,4.2,80060,6.2,90.8
15689,NC,Wrightsboro CDP,59.9,33.6,0.8,0.4,5.6,42750,13.2,90.1
15690,NC,Wrightsville Beach town,97.9,0.3,0.2,0.6,1.1,64167,18.3,99
15691,NC,Yadkinville town,74.1,7,0.1,0.3,23.7,33500,34,71.6
15692,NC,Yanceyville town,39.2,54.4,0.5,0.4,3.6,16477,44.9,67.2
15693,NC,Youngsville town,69.3,25.1,0.3,0.8,4.8,35357,13.8,87.4
15694,NC,Zebulon town,47.3,38.6,0.5,1,15.9,51717,21.2,83.7
15695,ND,Abercrombie city,98.5,0.4,0.8,0,0.4,80313,20.3,95.2
15696,ND,Adams city,95.3,0,0,0,8.7,27292,22.7,84.9
15697,ND,Alamo city,86,0,0,0,12.3,75000,1.4,86.3
15698,ND,Alexander city,91.5,1.8,4.9,0,4.9,71250,1.3,83.7
15699,ND,Alice city,100,0,0,0,0,28750,3,80.8
15700,ND,Almont city,100,0,0,0,0,55625,3.1,92.1
15701,ND,Alsen city,100,0,0,0,0,100250,0,100
15702,ND,Ambrose city,100,0,0,0,0,(X),0,89.5
15703,ND,Amenia city,92.6,0,3.2,0,0,63750,2.4,87.3
15704,ND,Amidon city,100,0,0,0,0,84375,6.3,93.8
15705,ND,Anamoose city,99.6,0,0.4,0,0,59500,4.5,89.5
15706,ND,Aneta city,96.8,0,0.9,0,0.9,35417,13.3,86.8
15707,ND,Antler city,96.3,0,3.7,0,3.7,(X),20,80
