Ob,Geographic area,City,share_white,share_black,share_native_american,share_asian,share_hispanic,Median Income,poverty_rate,percent_completed_hs
26958,VA,Tuckahoe CDP,81.9,9.7,0.2,4.1,5.9,67292,10.3,93.1
26959,VA,Twin Lakes CDP,81.5,9.5,0.2,1.8,6,62404,9.2,88.3
26960,VA,Tysons Corner CDP,60.9,4.9,0.2,27.5,8.1,100745,6.6,97.4
26961,VA,Union Hall CDP,94.3,3.2,0.2,0.7,2.3,59500,6.4,89.6
26962,VA,Union Level CDP,74.5,20.7,0,0,5.3,8015,52.5,63.4
26963,VA,University Center CDP,57,12.5,0.3,16.8,19.8,79987,16.5,84.5
26964,VA,University of Virginia CDP,65.9,7.7,0.1,21.2,5.5,27642,39.5,94.8
26965,VA,Urbanna town,90.5,7.4,0,0.6,0,37386,14.9,83.6
26966,VA,Vansant CDP,97.2,0.2,0,0.2,0.2,21715,25.2,85
26967,VA,Verona CDP,88.7,8.3,0.4,0.7,2.8,44006,15.7,80.2
26968,VA,Victoria town,67.6,29.3,0,0.2,2,35478,25.6,75.5
26969,VA,Vienna town,75.5,3.2,0.3,12.1,12,139201,3.3,94.5
26970,VA,Villa Heights CDP,67.8,30.1,0,0.1,4.3,29375,17.7,82.6
26971,VA,Vinton town,90,5.6,0.1,1,2.8,45271,14.2,86.2
26972,VA,Virgilina town,87,7.1,1.9,0,0.6,(X),15.6,81.7
26973,VA,Virginia Beach city,67.7,19.6,0.4,6.1,6.6,66634,8.3,93.3
26974,VA,Wachapreague town,92.7,6.9,0,0,2.2,35000,16.4,86.4
26975,VA,Wakefield CDP,77.1,2.2,0.2,16.6,7.3,150606,2.4,96
26976,VA,Wakefield town,46.7,50.7,0.3,1.5,0.9,38313,33.8,79.8
26977,VA,Warfield CDP,23.5,74.8,0,0,0,26625,0,74.4
26978,VA,Warm Springs CDP,82.9,15.4,0,0.8,16.3,-,0,100
26979,VA,Warrenton town,78.1,13.6,0.3,2.3,7.4,69617,7.5,92.6
26980,VA,Warsaw town,70.4,25.5,0.7,0.7,6.3,45300,11.2,79.4
26981,VA,Washington town,90.4,5.9,0,1.5,1.5,68750,3.4,93.7
26982,VA,Wattsville CDP,64.9,28,0.4,1.1,3.6,48125,15.1,80.7
26983,VA,Waverly town,30.3,64.8,0,0.5,3.9,34934,29.5,73.1
26984,VA,Waynesboro city,82.2,10.6,0.3,0.7,6.4,45643,18.3,84.9
26985,VA,Weber City town,97.4,1.1,0.3,0.5,1,30150,28.1,74.9
26986,VA,West Falls Church CDP,55.3,4.8,0.5,19,33.1,94638,6.9,82.2
26987,VA,West Point town,79.2,15.4,0.4,1.8,3.6,62734,13.2,91.5
26988,VA,West Springfield CDP,68.1,7.8,0.3,15.6,13.2,111809,3.1,95.7
26989,VA,Westlake Corner CDP,96.9,1,0.3,0.7,1,77167,3,89.3
26990,VA,Weyers Cave CDP,91.8,1.9,0,0.6,10.5,59540,9.9,87.8
26991,VA,White Stone town,85.8,10.2,0.3,2.3,1.4,40833,17.5,88
26992,VA,Whitesville CDP,26.5,63,0,2.3,9.1,19441,74.9,67.8
26993,VA,Williamsburg city,74,14,0.3,5.7,6.7,48639,22.4,91.7
26994,VA,Winchester city,74.5,10.9,0.4,2.3,15.4,45363,16,84.2
26995,VA,Windsor town,74,22.2,0.4,0.6,2.7,49091,11,82
26996,VA,Wintergreen CDP,92.7,5.5,0,1.8,0,(X),15.4,49.8
26997,VA,Wise town,96.1,1,0.1,0.9,1.3,50145,14,85
26998,VA,Wolf Trap CDP,82,1.6,0.2,12.7,4.1,208546,1.6,97.2
26999,VA,Woodbridge CDP,57.4,18.5,0.6,9.8,17.4,106818,6.9,91.7
27000,VA,Woodburn CDP,64,6.4,0.8,19.1,16.2,103601,5.5,90
27001,VA,Woodlake CDP,87.9,6.9,0.2,2.3,3,95326,1.6,97.5
27002,VA,Woodlawn CDP (Carroll County),97.3,0.6,0.3,0,2.1,46250,9,89.2
27003,VA,Woodlawn CDP (Fairfax County),33.6,33.6,0.8,8.1,36.5,63472,10,71.8
27004,VA,Woodstock town,87.5,3.4,0.2,0.7,12.8,35267,23.5,81.8
27005,VA,Wyndham CDP,81,3,0.2,14.1,1.8,138613,0.6,97.1
27006,VA,Wytheville town,89.3,7.4,0.1,0.9,1.4,33983,23.7,78.4
27007,VA,Yogaville CDP,93.8,1.8,0.4,1.8,3.1,19605,21.2,96.6
27008,VA,Yorkshire CDP,57.9,9.9,0.5,7.7,39,62500,19.1,73.8
27009,VA,Yorktown CDP,91.8,6.7,0,0.5,1.5,62750,8.5,100
27010,VT,Albany village,93.8,3.6,1,0.5,0,51563,5.4,89.6
27011,VT,Arlington CDP,96.5,0.7,0.2,1,1.6,48553,12,92.1
27012,VT,Ascutney CDP,96.1,0,0.4,1.3,1.5,36806,8.1,86.1
27013,VT,Barnet CDP,98.4,0,0,0,0,62361,0,97.8
27014,VT,Barre city,95.2,1.3,0.2,0.9,2.3,41156,18.7,89.3
27015,VT,Barton village,96.5,0.3,0.5,1.4,0.7,26719,14.2,75.1
27016,VT,Beecher Falls CDP,96,0.6,0.6,1.7,4,30313,25,67.4
27017,VT,Bellows Falls village,94.7,0.8,0.3,0.6,1.9,32330,15.8,89.1
27018,VT,Bennington CDP,96.2,1,0.5,0.6,1.7,36322,23.2,87.7
27019,VT,Benson CDP,98.7,0,0,0,0,27188,19.4,92.2
27020,VT,Bethel CDP,96.1,1.1,0,0.7,0.7,49750,17.9,90.9
27021,VT,Bradford CDP,95.4,0.5,0.8,1,1.1,40750,22.9,87.3
27022,VT,Brandon CDP,97.6,0.4,0.3,0.4,0.9,45804,10.1,88.3
27023,VT,Brattleboro CDP,90.8,2.2,0.3,2.8,3,51472,19.3,88.4
27024,VT,Bristol CDP,95.8,0.3,0.1,0.7,1.4,41833,11.9,96.7
27025,VT,Burlington city,88.9,3.9,0.3,3.6,2.7,44671,24.8,89
27026,VT,Cambridge village,95.3,0.4,0.4,0,0,53750,8.5,92.9
27027,VT,Canaan CDP,98.7,0,0,0.5,0.8,34464,19.9,86
27028,VT,Castleton CDP,96.9,0.9,0.1,0.7,2.4,(X),17,94.7
27029,VT,Cavendish CDP,93.9,0,0,2.2,1.1,43375,11.7,92.1
27030,VT,Chester CDP,97.6,0,0.7,0.4,1.6,29022,15.5,95.8
27031,VT,Concord CDP,97.8,0,0.7,0.4,2.2,36731,7.9,85.1
27032,VT,Coventry CDP,97.9,0,0,0,2.1,36875,16.3,90.2
27033,VT,Danville CDP,97.4,0.5,0,0.5,0.8,70500,5.3,92.7
27034,VT,Derby Center village,99,0.3,0.3,0,0,33125,13.4,78.5
27035,VT,Derby Line village,96.1,1.3,0,0.9,1.8,53359,16.2,93
27036,VT,Dorset CDP,100,0,0,0,1.2,69022,0,100
27037,VT,East Barre CDP,97.7,1.2,0.1,0.1,2.1,97614,0,98.7
27038,VT,East Burke CDP,98.5,0,0.8,0.8,0,83611,0,100
27039,VT,East Middlebury CDP,97.2,0.2,0,0.5,2.1,59306,0,100
27040,VT,East Montpelier CDP,95,0,0,1.3,0,(X),22.2,100
27041,VT,Enosburg Falls village,97.4,0.3,0.6,0.1,0.6,39306,17.1,79.3
27042,VT,Essex Junction village,91.5,1.7,0.4,3.9,2,64303,7.8,97
27043,VT,Fair Haven CDP,97.1,0.3,0.2,0.4,1.4,39583,13.2,88
27044,VT,Fairlee CDP,98.4,0,0,0,0.5,56750,26.2,100
27045,VT,Glover CDP,95.7,1,0,0.3,0.7,40000,20.5,77.6
27046,VT,Graniteville CDP,96.7,0.3,0.5,0.1,0.6,40179,9.4,94.1
27047,VT,Greensboro Bend CDP,97.8,1.7,0,0,0.4,43333,20.7,89.2
27048,VT,Greensboro CDP,100,0,0,0,0,53750,6.8,96
27049,VT,Groton CDP,98.4,0,0,0.2,0.2,39107,18.3,88.7
27050,VT,Hardwick CDP,95.5,0.6,0.6,0.6,0.2,31890,19.5,83.7
27051,VT,Hartland CDP,97.6,0,0,0.3,1.6,61161,8.1,100
27052,VT,Hinesburg CDP,95.6,0.5,0.3,0.5,2.7,52250,3.5,99.7
27053,VT,Hyde Park village,95,1.1,0.2,0.9,0.2,61250,11.7,97.3
27054,VT,Irasburg CDP,95.7,1.8,0,0,0.6,33750,3.5,88.6
27055,VT,Island Pond CDP,96.1,0.5,1.1,0.5,0.5,19813,25.4,78.9
27056,VT,Jacksonville village,96.9,0,0.9,0,0.9,48250,14.5,97.1
27057,VT,Jeffersonville village,96.7,0.5,0.1,0.4,0.4,51250,17.6,95.3
27058,VT,Jericho village,96.1,1,0.3,0.3,1.9,88045,1.4,96.6
27059,VT,Johnson village,93.1,1.8,0.3,1,1.7,32019,24.9,79.3
27060,VT,Lowell CDP,98.7,0,0.4,0,0.9,46250,6.9,77.8
27061,VT,Ludlow village,95.9,0.5,0.4,1.1,0.9,36563,14.7,88.6
27062,VT,Lyndonville village,95.3,0.7,0.3,1.3,2.1,29792,22.9,92.7
27063,VT,Manchester Center CDP,95.9,2.2,0.4,0.7,1.7,46667,7,92.3
27064,VT,Manchester village,94.8,0.1,0,4,1.5,31103,11.7,91.6
27065,VT,Marshfield village,95.6,0,0.4,1.1,1.8,55278,18.1,92.5
27066,VT,Middlebury CDP,88.4,1.7,0.2,5.2,3.6,49414,12.8,93.4
27067,VT,Milton CDP,97.3,1.3,0.3,0.1,0.7,57581,4.4,88.8
27068,VT,Montpelier city,93.7,1,0.3,2.2,2.1,61588,11.1,94.6
27069,VT,Morrisville village,96.2,0.7,0.4,0.9,2,38684,18,87.8
27070,VT,Newbury village,97.8,0,0.3,0.3,1.1,40781,21.1,92.4
27071,VT,Newfane village,98.3,0.8,0,0.8,0.8,26042,27.7,100
27072,VT,Newport Center CDP,99.6,0,0,0,0.7,39375,24.3,81
27073,VT,Newport city,94.7,1.5,0.9,0.6,1.8,30101,26,83.5
27074,VT,North Bennington village,93.2,2.3,0.2,1.2,2,47228,16.9,89.2
27075,VT,North Hartland CDP,97.7,1,0,0.7,1.7,51486,0,100
27076,VT,North Springfield CDP,96.5,0,0.2,1.4,1.6,14911,18.1,78.1
27077,VT,North Troy village,97.4,0,1,0,1,43654,17.4,72.9
27078,VT,Norwich CDP,90.5,0.7,0.1,3.5,1.1,99297,7.6,97.6
27079,VT,Old Bennington village,97.8,0,0,0.7,2.2,81250,1.9,100
27080,VT,Orleans village,94,1.5,0.2,0.5,2.1,46806,25.4,81.1
27081,VT,Perkinsville village,96.9,0.8,1.5,0.8,1.5,60139,3.1,95.8
27082,VT,Pittsford CDP,97.4,0.3,0.8,0,0.5,(X),11.9,84.6
27083,VT,Plainfield CDP,96,0.2,1.2,0.2,1,48125,5.8,97.6
27084,VT,Poultney village,94,2.2,0.1,1.1,2.2,40735,16.7,90
27085,VT,Proctorsville CDP,97.1,1.5,0,0.4,2.6,46250,10.6,85.4
27086,VT,Putney CDP,95.4,1,0.2,0.4,0.4,44444,10.1,88.8
27087,VT,Quechee CDP,94.7,2.4,0.2,0.8,1.1,73008,0,100
27088,VT,Randolph CDP,96.7,0.4,0.6,0.7,1.4,44853,19.3,85.7
27089,VT,Readsboro CDP,98.8,0.6,0,0,0,27917,18.8,71.6
27090,VT,Richford CDP,94.3,0.7,1,0.4,1,30395,22.9,75.2
27091,VT,Richmond CDP,96.4,0.3,0.1,0.4,1.7,44688,9.9,91.2
27092,VT,Rochester CDP,98.7,0,0,0.7,2.3,25288,16.6,95.2
27093,VT,Rutland city,95.9,0.8,0.3,0.8,1.5,41345,17.1,89.7
27094,VT,Saxtons River village,95,0.4,0,1.6,2.5,39000,23.8,89.4
27095,VT,Shelburne CDP,95.9,0.7,0.3,1.2,1.7,68694,7.2,92.7
27096,VT,South Barre CDP,97.6,0.3,0,0.3,2,55944,7,92.8
27097,VT,South Burlington city,90,1.9,0.2,5.4,1.9,65840,6.7,95.2
27098,VT,South Royalton CDP,90.1,2.6,0.7,3.2,1.2,30449,45.9,100
27099,VT,South Shaftsbury CDP,97.4,0.4,0,0.4,0.3,37406,24.6,91.8
27100,VT,Springfield CDP,95.8,0.6,0.1,0.8,1.5,30748,29.5,92.1
27101,VT,St. Albans city,94.2,0.8,1,0.9,1.8,44013,14.8,92.9
27102,VT,St. Johnsbury CDP,95.3,0.9,0.7,1.3,1.8,36693,12,88.3
27103,VT,Stowe CDP,95.6,0.8,0.4,2,2.6,35963,10.8,94
27104,VT,Swanton village,92.5,0.3,2.8,0.5,0.8,41349,17.7,85.8
27105,VT,Troy CDP,97.9,0,0.4,0,0,37614,6.7,80.3
27106,VT,Vergennes city,92.8,3,0.3,0.9,2.6,49009,11.6,91.7
27107,VT,Waitsfield CDP,98.8,0,0,0,0.6,40724,0,100
27108,VT,Wallingford CDP,98.8,0,0,0.2,1,51563,13.1,92.2
27109,VT,Waterbury village,95.9,0.7,0.5,1.2,1.1,56359,11.4,95.1
27110,VT,Websterville CDP,98.2,0.4,0.2,0,3.1,75000,8.6,91.2
27111,VT,Wells CDP,97.2,0.3,0,0.5,2.3,41528,7.5,87.7
27112,VT,Wells River village,91,0.3,1,3,2.3,31500,25.7,80
27113,VT,West Brattleboro CDP,93.8,0.9,0.3,1.4,2.3,33504,16.5,87.4
27114,VT,West Burke village,98.3,0.3,0,0,1.5,34545,16.9,85.2
27115,VT,West Rutland CDP,97.6,0.5,0.4,0.5,0.7,48224,11.3,86.9
27116,VT,Westminster village,99.7,0,0,0.3,1,51607,2.9,94.1
27117,VT,White River Junction CDP,93.9,0.8,0.7,1.9,1.9,38350,16.7,86.6
27118,VT,Wilder CDP,93.3,0.4,0.2,2.7,1.1,59179,2.7,97.2
27119,VT,Williamstown CDP,98.3,0.3,0,0.3,2.1,57569,12.1,88.4
27120,VT,Wilmington CDP,98.1,0.2,0.2,0.2,1.5,41394,4.1,97.4
27121,VT,Windsor CDP,95.5,0.5,0.5,0.5,1.8,35766,21.6,89.7
27122,VT,Winooski city,82.6,6.9,0.3,6.2,2.2,45974,26.1,85
27123,VT,Woodstock village,98.3,0.4,0.3,0.4,1,61339,8.3,96.9
27124,VT,Worcester CDP,95.5,1.8,2.7,0,0.9,51667,4.3,84.1
27125,WA,Aberdeen city,80.4,0.8,3.7,1.9,15.8,40958,23.3,85
27126,WA,Aberdeen Gardens CDP,91,0,1.8,2.2,5,55966,1.5,91.1
27127,WA,Acme CDP,91.5,0.4,1.2,0,2.8,-,100,0
27128,WA,Addy CDP,83.6,0.4,5.6,0,3,9167,100,100
27129,WA,Ahtanum CDP,88.1,0.2,1.3,0.6,14.1,50197,11.2,78.5
27130,WA,Airway Heights city,78.5,7.2,3.7,3.5,8.3,36351,24.7,89.7
27131,WA,Albion town,92.4,0.7,0.5,1,3.1,37875,13.3,90.8
27132,WA,Alder CDP,94.7,0.9,1.8,0.4,3.5,-,10.9,100
27133,WA,Alderton CDP,87.7,0.7,1.2,2.2,7.2,66223,13.8,88.4
27134,WA,Alderwood Manor CDP,68.7,4.1,0.8,17.7,6.8,67222,13.1,92.1
27135,WA,Alger CDP,88.8,0,2.2,1.7,8.4,(X),35.5,79.3
27136,WA,Algona city,67.1,3.3,1.7,11.7,15.9,56667,9,82.7
27137,WA,Allyn CDP,93.9,0.6,0.4,1.4,2.3,67237,3.4,93.9
27138,WA,Almira town,95.1,0,0.7,0.7,1.8,44167,16.9,87.8
27139,WA,Altoona CDP,79.5,0,7.7,0,5.1,(X),0,100
27140,WA,Amanda Park CDP,67.9,0,19.8,2,31.3,28438,27.9,76.6
27141,WA,Amboy CDP,95.8,0.2,1.1,0.8,2.6,62212,10.8,94.3
27142,WA,Ames Lake CDP,90.5,0.4,0.3,4.4,2.4,125170,7.1,97.6
27143,WA,Anacortes city,91.5,0.7,1,1.9,5,60419,10.3,94.6
27144,WA,Anderson Island CDP,95.5,0.5,0.4,0.9,4.1,44706,5.7,97.1
27145,WA,Arlington city,85.6,1.2,1.4,3.3,9.5,64086,12.1,90.5
27146,WA,Arlington Heights CDP,93.8,0.3,0.8,1,2.8,88828,9,90.8
27147,WA,Artondale CDP,91.4,0.6,0.7,2.2,4.6,88539,3,96.5
27148,WA,Ashford CDP,90.3,0,0.9,6,0.9,36706,0,84.8
27149,WA,Asotin city,93.5,1,1.5,0.6,2.2,53964,14.6,94
27150,WA,Auburn city,70.5,4.9,2.3,8.9,12.9,59347,15.9,87.6
27151,WA,Bainbridge Island city,91,0.4,0.5,3.2,3.9,101689,5.4,98.4
27152,WA,Bangor Base CDP,76.9,7.7,1.2,3.1,13.7,49545,7.9,98.2
27153,WA,Banks Lake South CDP,96,0,2.3,0,0,36375,55,95
27154,WA,Barberton CDP,90.2,1.2,0.8,3,5.5,89408,8,92.4
27155,WA,Baring CDP,91.8,0,1.8,2.7,4.5,35417,13.4,92.6
27156,WA,Barney's Junction CDP,95.2,0,2.1,0,6.8,28289,3.9,83.4
27157,WA,Barstow CDP,96.6,0,1.7,0,0,(X),13,93.8
27158,WA,Basin City CDP,52.9,0,0.5,0.4,81.7,51914,39.9,30.2
27159,WA,Battle Ground city,90.5,0.8,0.8,1.9,6.5,58525,13.4,89.9
27160,WA,Bay Center CDP,69.9,0,11.6,0.4,8.7,50156,14.4,90.5
27161,WA,Bay View CDP,96.8,0.3,1,0.6,2.6,92208,1.9,97.4
27162,WA,Beaux Arts Village town,95.3,0,0,4,1,159250,2.1,100
27163,WA,Belfair CDP,85.2,0.9,3.9,1.6,10.2,51567,21.5,78.2
27164,WA,Bell Hill CDP,95.1,0,1.1,1.9,2.7,102656,0,100
27165,WA,Bellevue city,62.6,2.3,0.4,27.6,7,94638,7.9,95.4
27166,WA,Bellingham city,84.9,1.3,1.3,5.1,7,43536,23,92.7
27167,WA,Benton City city,78.6,0.4,1.1,0.3,28.5,51023,14.1,83.4
27168,WA,Bethel CDP,84.6,2.4,1.1,4.4,6,73442,6.8,90.6
27169,WA,Bickleton CDP,90.9,0,3.4,1.1,3.4,48125,29.5,91.1
27170,WA,Big Lake CDP,93.2,0.4,0.5,2.1,5.7,92153,3.1,91.7
27171,WA,Bingen city,72.2,0.3,1.3,0.3,28.1,51042,9.8,67.8
27172,WA,Birch Bay CDP,88.6,1,1.2,3.2,6.2,58715,14.9,92.5
27173,WA,Black Diamond city,92,1.2,0.7,1.2,4.6,67526,9,91.8
27174,WA,Blaine city,86.5,1.4,0.9,5.1,5,59464,7,92
27175,WA,Blyn CDP,87.1,0,7.9,1,7.9,8977,73.3,100
27176,WA,Bonney Lake city,88.8,1.3,1,2.4,6.1,80967,9.1,93
27177,WA,Bothell city,79.7,1.6,0.6,10.2,8.7,81972,7.9,94
27178,WA,Bothell East CDP,63.1,2.1,0.6,27.8,5.7,105104,4,95.5
27179,WA,Bothell West CDP,77.1,2,0.7,12.7,7.2,86723,5.4,95.3
27180,WA,Boulevard Park CDP,46.4,15.8,2.1,11.6,26.3,46910,12.1,77.5
27181,WA,Boyds CDP,76.5,0,20.6,0,11.8,-,0,68.3
27182,WA,Brady CDP,93.5,0.4,0.7,1.3,5.5,65926,7.3,90.2
27183,WA,Bremerton city,74,6.7,2,5.5,9.6,45658,21.5,93.4
27184,WA,Brewster city,50.8,0.3,2.2,0.2,73,38167,21.5,52.2
27185,WA,Bridgeport city,57.4,0.5,0.6,0.4,76.7,38077,21,56.7
27186,WA,Brier city,84.9,1.1,0.5,7.6,4,102944,5,94.2
27187,WA,Brinnon CDP,93.1,0.1,1.1,1.4,2.1,47222,18.2,90.5
27188,WA,Browns Point CDP,88.7,1.5,1.2,3,4.1,78462,4.5,98.9
27189,WA,Brush Prairie CDP,94.8,0.6,0.7,1.1,3.6,59625,6,96.3
27190,WA,Bryant CDP,94.4,0.2,1.8,0.9,2.8,88590,4.2,96.5
27191,WA,Bryn Mawr-Skyway CDP,29.6,31.4,0.8,27.1,7.7,58268,13.9,83.9
27192,WA,Buckley city,93,0.6,0.8,0.8,3.1,54189,15.5,82
27193,WA,Bucoda town,91.6,1.2,0.9,0.5,5.7,38603,45.8,82.8
27194,WA,Buena CDP,45.8,0.9,3.1,0.3,81.3,25109,61,13.3
27195,WA,Bunk Foss CDP,93.2,0.6,0.8,1,3.7,96212,6.8,91.8
27196,WA,Burbank CDP,89.3,0.8,0.8,0.2,14.7,76531,8.4,93.8
27197,WA,Burien city,63.5,5.9,1.5,9.9,20.7,53712,18.2,83.3
27198,WA,Burley CDP,89.8,0.6,0.8,1.1,3.6,63100,16.8,92.1
27199,WA,Burlington city,72.1,1.2,1.8,3,31.4,43439,21.1,86.6
27200,WA,Camas city,87.4,1,0.6,6,4.1,90136,3.7,94.7
27201,WA,Canterwood CDP,87.9,0.9,1,5.4,3.3,126417,0.4,98.8
27202,WA,Canyon Creek CDP,92.5,0.4,0.8,0.9,4.6,64435,4.5,91.1
27203,WA,Carbonado town,93.1,0.7,1,1.1,4.8,63036,11.5,90.3
27204,WA,Carlsborg CDP,92.7,0.3,0.8,2.2,3.4,29375,13.5,100
27205,WA,Carnation city,85.8,0.9,1,3.1,12.7,73611,6.2,85.7
27206,WA,Carson CDP,90,0.5,2.1,0.5,7,35727,17.6,92.2
27207,WA,Cascade Valley CDP,82.1,1.9,1.6,0.6,19.4,32188,19,85.1
27208,WA,Cashmere city,77,0.3,1,0.5,28.4,52461,10.2,84.9
27209,WA,Castle Rock city,91.4,0.1,2.2,0.2,4.9,41585,13.3,88
27210,WA,Cathcart CDP,95.1,0.4,0.3,1.4,3.8,82222,8.2,96.7
27211,WA,Cathlamet town,94.7,0.2,0.9,1.1,3.4,39643,17.8,88.9
27212,WA,Cavalero CDP,90.3,1.1,0.8,2.9,5.2,98450,1.1,95.2
27213,WA,Centerville CDP,90.2,0,5.4,0,1.8,58750,22.8,91.1
27214,WA,Central Park CDP,89.8,0.2,2.2,1.6,5.8,49107,11.5,93.1
27215,WA,Centralia city,85.1,0.6,1.4,1,16.1,37100,24,81.1
27216,WA,Chain Lake CDP,93,0.4,0.9,0.9,4.3,92375,2.8,94.4
27217,WA,Chehalis city,87,1.7,1.3,1.3,11.6,34379,20.1,86.5
27218,WA,Chelan city,80.1,0.4,1.4,0.9,24.2,49905,17.7,86.5
27219,WA,Chelan Falls CDP,55.9,0,0.6,0.3,51.4,(X),23.1,88.2
27220,WA,Cheney city,81.7,4,1.3,4,9.3,27600,40.1,94.7
27221,WA,Cherry Grove CDP,94,0,1.3,0.5,3.5,113750,1.2,99.1
27222,WA,Chewelah city,93.1,0.2,1.7,0.5,2.8,29316,22.6,89.4
27223,WA,Chico CDP,82,3,0.4,8.2,4.9,107361,4.2,97.7
27224,WA,Chinook CDP,89.9,0,2.4,0.4,4.5,51538,0,100
27225,WA,Clallam Bay CDP,73.3,0.3,14.3,1.1,12.4,(X),49.7,90.3
27226,WA,Clarkston city,92.1,0.7,2.1,0.7,4,32042,20.6,84.4
27227,WA,Clarkston Heights-Vineland CDP,96.3,0.2,0.8,0.5,2.2,63309,9.3,93.6
27228,WA,Clayton CDP,93,0.2,1.8,0.2,2.3,25150,50,88.8
27229,WA,Cle Elum city,92.1,0.4,0.7,1,5.8,45324,21.8,90.6
27230,WA,Clear Lake CDP (Pierce County),92.2,0.4,0.8,0.8,3.2,60375,2.2,78.3
27231,WA,Clear Lake CDP (Skagit County),90.3,0.7,0.8,0.3,6.7,68542,13.9,91.1
27232,WA,Clearview CDP,91.3,0.3,0.6,2.7,5.7,100395,11.4,90.1
27233,WA,Cliffdell CDP,100,0,0,0,1,(X),3.6,99.1
27234,WA,Clinton CDP,91.6,1,1.2,1.6,3.8,53875,0.9,94.3
27235,WA,Clover Creek CDP,76.4,5.6,1.1,5.4,7.8,59848,10.7,91.4
27236,WA,Clyde Hill city,84.3,0.6,0.2,12.1,2.3,180568,1.7,97.2
27237,WA,Cohassett Beach CDP,89.3,0.4,2.1,0.6,8.9,34083,40.2,94.3
27238,WA,Colfax city,95.6,0.5,0.4,1.5,2.8,46114,19.3,92.4
27239,WA,College Place city,85.7,1.6,0.7,1.9,18.5,42704,17.2,89.7
27240,WA,Colton town,95.5,0,0.2,0.7,3.1,57279,0.9,98.3
27241,WA,Colville city,92.4,0.1,2.1,0.9,3.8,34242,21.7,87.4
27242,WA,Conconully town,91,0.5,2.4,0.5,5.7,24750,19.8,88.7
27243,WA,Concrete town,91.5,0.3,2,0.4,5.5,31000,31.9,84.3
27244,WA,Connell city,73.4,6.4,1.9,2.7,39.3,49577,26.8,78.8
27245,WA,Conway CDP,83.5,0,0,1.1,18.7,-,0,100
27246,WA,Copalis Beach CDP,88,0.7,5.3,0.7,2.2,(X),21.1,66.9
27247,WA,Cosmopolis city,88.5,0.1,1.6,3,6.1,58304,9.2,93.2
27248,WA,Cottage Lake CDP,89.1,0.7,0.4,5.3,3.6,135291,2.8,98.2
27249,WA,Coulee City town,91.3,0,2.1,0.2,3.4,43929,19.6,89.4
27250,WA,Coulee Dam town,55,0.5,35.5,0.7,6.7,51250,13.9,91.8
27251,WA,Country Homes CDP,90.1,1.6,1.6,2,4.9,49044,20.7,94.5
27252,WA,Coupeville town,87.2,1.6,0.6,1.9,9,44417,14.4,94.2
27253,WA,Covington city,76.1,4.2,0.8,8.5,9.3,87811,8.2,92.5
27254,WA,Cowiche CDP,80.4,0,0.2,0.5,67.8,36000,49.2,33.7
27255,WA,Creston town,94.5,0,1.7,0.4,0,32386,11,85.4
27256,WA,Crocker CDP,92.7,0.4,1.1,1,4.2,80114,9.8,88.4
27257,WA,Curlew CDP,96.6,0,0,0,3.4,28000,44.2,77.4
27258,WA,Curlew Lake CDP,92.4,1.1,1.1,0,4.5,52054,4.3,85.3
27259,WA,Cusick town,73.4,2.4,19.8,0,3.4,(X),48.1,84.2
27260,WA,Custer CDP,89.3,0.5,0.3,1.9,8.7,70625,0,87.6
27261,WA,Dallesport CDP,91,0.1,3.2,1.2,5.7,40357,6,94
27262,WA,Danville CDP,94.1,0,0,0,0,(X),15.6,100
27263,WA,Darrington town,92.4,0,2.4,0.4,3.2,44583,20.9,85.3
27264,WA,Dash Point CDP,80.1,1.7,1.3,8.7,3.5,102083,6.7,97.7
27265,WA,Davenport city,95.3,0.1,1.2,0.1,2.7,46736,19,93.3
27266,WA,Dayton city,91.6,0.4,1.9,0.6,7.1,37121,14.6,89.2
27267,WA,Deep River CDP,95.1,0,0.5,0,1.5,34539,19.2,91.8
27268,WA,Deer Park city,92.6,0.4,1.5,0.2,3.8,40417,16.6,91.8
27269,WA,Deming CDP,93.2,0.8,2,0.8,3.4,32361,26,61
27270,WA,Des Moines city,63.5,9.1,1.1,10.7,15.2,58057,13.7,85.3
27271,WA,Desert Aire CDP,72.8,0.6,0.9,0.1,51.3,50192,19.4,59.7
27272,WA,Disautel CDP,10.3,0,84.6,0,1.3,-,77.8,48.1
27273,WA,Dixie CDP,93.9,0,2,0,6.1,50536,20.5,84.3
27274,WA,Dollars Corner CDP,92.2,0.2,1.1,1.9,5.8,74276,4.3,97
27275,WA,Donald CDP,61.5,0,7.7,5.5,36.3,-,-,-
27276,WA,Duluth CDP,92.2,0.6,0.8,1.9,5.6,87132,5,90.4
27277,WA,DuPont city,68.7,8.1,0.5,10.2,9.7,74971,6.3,98.2
27278,WA,Duvall city,89.7,0.4,0.5,2.7,7.7,117674,7.5,96.8
27279,WA,East Cathlamet CDP,95.5,0.2,1.8,0.2,1.8,50294,10.2,90.4
27280,WA,East Port Orchard CDP,81.6,2,0.9,6,7.6,55824,13.8,91.6
27281,WA,East Renton Highlands CDP,86.3,1.4,0.7,4.6,6.5,91382,4.4,92.8
27282,WA,East Wenatchee city,80.1,0.3,1.2,0.9,23.4,53206,16.9,81.4
27283,WA,Eastmont CDP,79.8,2.2,0.6,10.4,6.3,91444,4.9,93
27284,WA,Easton CDP,84.5,0.2,1.5,0,16.1,60962,3.5,91.4
